i  symbol  | frequency | timestamp  |        open        |        high
|        low         |       close        |  prediction  | trainmodel
----------+-----------+------------+--------------------+--------------------
+--------------------+--------------------+--------------+------------
 NDX.IDX | D         | 2026-07-21 |  29012.09525609883 | 30374.240236670063 |
 27711.036213270836 |  29012.09525609883 | XGBOOST      | DE
 NDX.IDX | D         | 2026-07-21 |  28997.63131212475 | 30359.097197011593 |
  27697.22091066293 |  28997.63131212475 | ARIMA        | BAYESOPT
 NDX.IDX | D         | 2026-07-21 | 28975.878785847945 | 30336.323369300982 |
 27676.443885147684 | 28975.878785847945 | RANDOMFOREST | SA
 NDX.IDX | D         | 2026-07-21 | 28975.878785847945 | 30336.323369300982 |
 27676.443885147684 | 28975.878785847945 | RANDOMFOREST | NELDERMEAD
 NDX.IDX | D         | 2026-07-21 | 29663.012601021444 |   31055.7187591404 |
 28332.762908904955 | 29663.012601021444 | ENSEMBLE     | PSO
 NDX.IDX | D         | 2026-07-21 | 28829.446286823775 |  30183.01572762415 |
 27536.578210247644 | 28829.446286823775 | ELASTICNET   | NELDERMEAD
 NDX.IDX | D         | 2026-07-21 | 28829.446286823775 |  30183.01572762415 |
 27536.578210247644 | 28829.446286823775 | ELASTICNET   | SA
 NDX.IDX | D         | 2026-07-21 |  29012.09525609883 | 30374.240236670063 |
 27711.036213270836 |  29012.09525609883 | XGBOOST      | BAYESOPT
 NDX.IDX | D         | 2026-07-21 | 28722.248783554456 | 30070.785201413222 |
 27434.188021988357 | 28722.248783554456 | ARIMA        | DE
 NDX.IDX | D         | 2026-07-21 |  28977.47055134657 |  30337.98986967708 |
 27677.964267284377 |  28977.47055134657 | ENSEMBLE     | BAYESOPT
 NDX.IDX | D         | 2026-07-21 |  28929.61375921001 | 30287.886156433317 |
 27632.253632177166 |  28929.61375921001 | LIGHTGBM     | BAYESOPT
 NDX.IDX | D         | 2026-07-21 | 29247.433920279233 |  30620.62827102928 |
  27935.82102070783 | 29247.433920279233 | ARIMA        | ACO
 NDX.IDX | D         | 2026-07-21 | 28829.446286823775 |  30183.01572762415 |
 27536.578210247644 | 28829.446286823775 | ELASTICNET   | PSO
 NDX.IDX | D         | 2026-07-21 | 28819.953117379555 | 30173.076845004303 |
    27527.510765793 | 28819.953117379555 | THETA        | BAYESOPT
 NDX.IDX | D         | 2026-07-21 |  29012.09525609883 | 30374.240236670063 |
 27711.036213270836 |  29012.09525609883 | XGBOOST      | ACO
 NDX.IDX | D         | 2026-07-21 | 28950.022042422166 |  30309.25262761136 |
  27651.74669774691 | 28950.022042422166 | KALMAN       | BAYESOPT
 NDX.IDX | D         | 2026-07-21 |  28929.61375921001 | 30287.886156433317 |
 27632.253632177166 |  28929.61375921001 | LIGHTGBM     | DE
 NDX.IDX | D         | 2026-07-21 | 28829.446286823775 |  30183.01572762415 |
 27536.578210247644 | 28829.446286823775 | ELASTICNET   | BAYESOPT
 NDX.IDX | D         | 2026-07-21 |  28929.61375921001 | 30287.886156433317 |
 27632.253632177166 |  28929.61375921001 | LIGHTGBM     | ACO
 NDX.IDX | D         | 2026-07-21 | 28975.878785847945 | 30336.323369300982 |
 27676.443885147684 | 28975.878785847945 | RANDOMFOREST | BAYESOPT
 NDX.IDX | D         | 2026-07-21 | 28819.953117379555 | 30173.076845004303 |
    27527.510765793 | 28819.953117379555 | THETA        | PSO
 NDX.IDX | D         | 2026-07-21 | 28975.878785847945 | 30336.323369300982 |
 27676.443885147684 | 28975.878785847945 | RANDOMFOREST | GA
 NDX.IDX | D         | 2026-07-21 | 29043.418440002526 | 30407.034073325765 |
  27740.95469643478 | 29043.418440002526 | ENSEMBLE     | ACO
 NDX.IDX | D         | 2026-07-21 |  28819.93751263004 |  30173.06050759722 |
 27527.495860844734 |  28819.93751263004 | ARIMA        | GA
 NDX.IDX | D         | 2026-07-21 |  28929.61375921001 | 30287.886156433317 |
 27632.253632177166 |  28929.61375921001 | LIGHTGBM     | GA
 NDX.IDX | D         | 2026-07-21 | 28819.953117379555 | 30173.076845004303 |
    27527.510765793 | 28819.953117379555 | THETA        | GA
 NDX.IDX | D         | 2026-07-21 | 28904.769563690275 | 30261.875502720035 |
 27608.523584565653 | 28904.769563690275 | ENSEMBLE     | DE
 NDX.IDX | D         | 2026-07-21 | 28897.067049162997 | 29676.501247281314 |
 28286.210051406102 | 28897.067049162997 | QUANTILE     | DE
 NDX.IDX | D         | 2026-07-21 | 28897.067049162997 | 29676.501247281314 |
 28286.210051406102 | 28897.067049162997 | QUANTILE     | ACO
 NDX.IDX | D         | 2026-07-21 |  29012.09525609883 | 30374.240236670063 |
 27711.036213270836 |  29012.09525609883 | XGBOOST      | SA
 NDX.IDX | D         | 2026-07-21 | 28701.542228685328 | 30049.106454445217 |
 27414.410060873677 | 28701.542228685328 | ARIMA        | SA
 NDX.IDX | D         | 2026-07-21 | 28819.953117379555 | 30173.076845004303 |
    27527.510765793 | 28819.953117379555 | THETA        | SA
 NDX.IDX | D         | 2026-07-21 |  29012.09525609883 | 30374.240236670063 |
 27711.036213270836 |  29012.09525609883 | XGBOOST      | GA
 NDX.IDX | D         | 2026-07-21 | 28819.953117379555 | 30173.076845004303 |
    27527.510765793 | 28819.953117379555 | THETA        | ACO
 NDX.IDX | D         | 2026-07-21 | 28897.067049162997 | 29676.501247281314 |
 28286.210051406102 | 28897.067049162997 | QUANTILE     | BAYESOPT
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | CMA-ES
 NDX.IDX | D         | 2026-07-20 | 30854.364152187736 |  32107.40756759309 |
 29650.222779016254 | 30854.364152187736 | ARIMA        | PSO
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | PSO
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | PSO
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | PSO
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | PSO
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | PSO
 NDX.IDX | D         | 2026-07-20 |   28753.7367392144 | 29921.470428739063 |
 27631.575742144756 |   28753.7367392144 | ARIMA        | GA
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | PSO
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | GA
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | GA
 NDX.IDX | D         | 2026-07-20 | 28846.103117710772 | 30017.587948623695 |
  27720.33737360149 | 28846.103117710772 | ENSEMBLE     | GA
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | GA
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | GA
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | GA
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | GA
 NDX.IDX | D         | 2026-07-20 | 29371.596450931167 |  30564.42237828618 |
 28225.322481122097 | 29371.596450931167 | ARIMA        | DE
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | DE
 NDX.IDX | D         | 2026-07-20 | 29009.218081859188 | 30187.327263569685 |
 27877.086512936738 | 29009.218081859188 | ENSEMBLE     | DE
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | DE
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | DE
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | DE
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | DE
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | SA
 NDX.IDX | D         | 2026-07-20 |  28673.35220196648 | 29837.821351194605 |
  27554.32834123794 |  28673.35220196648 | ARIMA        | SA
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | SA
 NDX.IDX | D         | 2026-07-20 |  28824.88159984412 | 29995.504592117406 |
 27699.944059730184 |  28824.88159984412 | ENSEMBLE     | SA
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | SA
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | SA
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | SA
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | SA
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | SA
 NDX.IDX | D         | 2026-07-20 |  29177.02313225212 |  30361.94713641138 |
  28038.34270032901 |  29177.02313225212 | ARIMA        | ACO
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | ACO
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | ACO
 NDX.IDX | D         | 2026-07-20 | 28957.850725647553 |  30133.87379963111 |
 27827.723850730134 | 28957.850725647553 | ENSEMBLE     | ACO
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | ACO
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | ACO
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | ACO
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | ACO
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | ACO
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | CMA-ES
 NDX.IDX | D         | 2026-07-20 | 28954.906708707196 | 30130.810221612657 |
 27824.894728803774 | 28954.906708707196 | ARIMA        | CMA-ES
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | CMA-ES
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | CMA-ES
 NDX.IDX | D         | 2026-07-20 | 28899.211989739957 | 30072.853654028782 |
 27771.373586159316 | 28899.211989739957 | ENSEMBLE     | CMA-ES
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | CMA-ES
 NDX.IDX | D         | 2026-07-20 |  29400.66875560332 |  30594.67535418398 |
 28253.260192169295 |  29400.66875560332 | ENSEMBLE     | PSO
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | CMA-ES
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | CMA-ES
 NDX.IDX | D         | 2026-07-20 |  28763.83988402148 | 29931.983877871746 |
 27641.284595414945 |  28763.83988402148 | ARIMA        | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 | 28848.770347944017 | 30020.363499199066 |
 27722.900510868832 | 28848.770347944017 | ENSEMBLE     | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 |  28954.83097941219 | 30130.731416833936 |
 27824.821954966763 |  28954.83097941219 | ARIMA        | BAYESOPT
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | BAYESOPT
 NDX.IDX | D         | 2026-07-20 | 28899.191997206042 | 30072.832849567167 |
 27771.354373866314 | 28899.191997206042 | ENSEMBLE     | BAYESOPT
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | BAYESOPT
 NDX.IDX | D         | 2026-07-20 | 28762.471102193063 | 29930.559507697744 |
  27639.96923250718 | 28762.471102193063 | THETA        | BAYESOPT
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | BAYESOPT
 NDX.IDX | D         | 2026-07-20 | 28767.071718572814 | 29935.346962219195 |
  27644.39030240535 | 28767.071718572814 | ELASTICNET   | BAYESOPT
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | BAYESOPT
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | GA
 NDX.IDX | D         | 2026-07-20 |   28815.1684115412 | 29487.061198497908 |
  28286.89702036677 |   28815.1684115412 | QUANTILE     | PSO
 NDX.IDX | D         | 2026-07-20 |  28912.09095150955 | 30086.255650341012 |
   27783.7499256537 |  28912.09095150955 | XGBOOST      | DE
 NDX.IDX | D         | 2026-07-20 |  28900.83273725972 |  30074.54022261028 |
  27772.93108139054 |  28900.83273725972 | RANDOMFOREST | DE
 NDX.IDX | D         | 2026-07-20 |  28889.95275667129 | 30063.218389194524 |
 27762.475709609513 |  28889.95275667129 | KALMAN       | NELDERMEAD
 NDX.IDX | D         | 2026-07-20 |  28847.34448595773 | 30018.879730753764 |
  27721.53029544851 |  28847.34448595773 | LIGHTGBM     | BAYESOPT
